"To Hell With Drowning","The Atlantic","I know nothing of the night sky.This saddens but does not surprise Larry Raigetal, a master navigator who is chewing betel nut beneath a canopy of stars. He is from Lamotrek, an outer island of Yap, in the Federated States of Micronesia. But we are meeting in a canoe house on the neighboring island of Guam, where I call home. As we speak, Raigetal is using his hands to split the horizon into a 32-point star compass. He is drawing on centuries of knowledge to explain to me the art of wayfinding—a","2021-11-01 21:37:45","Culture","https://www.theatlantic.com/culture/archive/2021/11/oceania-pacific-climate-change-stories/620570/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TheAtlantic+%28The+Atlantic+-+Master+Feed%29","45adc6688f871a7cadf23f6928e10ac6fa93ff0480e70023b9e443889bdbc5f7","4e007826240fa512e444ea72ecc80162"
"The Cancer Celebrities","The Atlantic","I was 16, living for a year with my family in Ireland, and I was viciously homesick. I was an American teenager, and I wanted Coca-Cola with cracked ice, Lip Smackers, Sticky Fingers jeans. Ireland in the 1970s was still under the provisional rule of the Irish Taliban—even condoms were illegal, not that I needed any—and there was one television channel. It broadcast only in the evenings, beginning with a call to prayer and ending with a reckless bit of ecumenism: For 15 minutes, a Catholic pries","2021-11-01 20:42:46","Culture","https://www.theatlantic.com/health/archive/2021/11/cancer-celebrities-and-me/620555/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TheAtlantic+%28The+Atlantic+-+Master+Feed%29","45adc6688f871a7cadf23f6928e10ac6fa93ff0480e70023b9e443889bdbc5f7","a8c25ba6e7f506d682fb1f15dce5ffdf"
"Why Never Trumpers Should Bet on DeSantis Now","The Atlantic","Donald Trump is trying to hang on as the doddering boss of the Republican Party. Earlier this month, he threatened that his supporters may stay home in 2022 and 2024 unless others in the GOP validate his delusion that he beat Joe Biden.Were the GOP base less easily duped, it would move on, as when George H. W. Bush, John McCain, and Mitt Romney lost White House bids. As president, Trump failed to build his border wall or bring home the troops. No 75-year-old candidate who lost the popular vote t","2021-11-01 20:42:04","Culture","https://www.theatlantic.com/ideas/archive/2021/10/ron-desantis-never-trump/620568/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TheAtlantic+%28The+Atlantic+-+Master+Feed%29","45adc6688f871a7cadf23f6928e10ac6fa93ff0480e70023b9e443889bdbc5f7","1800ec816e1b5e2cae76dfbd25106850"
"What Will Drive China to War?","The Atlantic","President Xi Jinping declared in July that those who get in the way of China’s ascent will have their “heads bashed bloody against a Great Wall of steel.” The People’s Liberation Army Navy is churning out ships at a rate not seen since World War II, as Beijing issues threats against Taiwan and other neighbors. Top Pentagon officials have warned that China could start a military conflict in the Taiwan Strait or other geopolitical hot spots sometime this decade.Analysts and officials in Washington","2021-11-01 17:01:53","Culture","https://www.theatlantic.com/ideas/archive/2021/11/us-china-war/620571/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TheAtlantic+%28The+Atlantic+-+Master+Feed%29","45adc6688f871a7cadf23f6928e10ac6fa93ff0480e70023b9e443889bdbc5f7","ca744364ea8e9394c544aa4d23c90837"
"America Has Lost the Plot on COVID","The Atlantic","We know how this ends: The coronavirus becomes endemic, and we live with it forever. But what we don’t know—and what the U.S. seems to have no coherent plan for—is how we are supposed to get there. We’ve avoided the hard questions whose answers will determine what life looks like in the next weeks, months, and years: How do we manage the transition to endemicity? When are restrictions lifted? And what long-term measures do we keep, if any, when we reach endemicity?The answers were simpler when w","2021-11-01 16:42:01","Culture","https://www.theatlantic.com/health/archive/2021/11/what-americas-covid-goal-now/620572/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TheAtlantic+%28The+Atlantic+-+Master+Feed%29","45adc6688f871a7cadf23f6928e10ac6fa93ff0480e70023b9e443889bdbc5f7","c24e00f702a59a525438b0e0cf32e60c"
"The Myth of Root Canals","The Atlantic","Do you know what’s going on inside your teeth? I had never even contemplated the matter until April, when one of my molars began its revolt and my teeth became the only things I was capable of contemplating. As anyone who’s been in this position knows, the quaint discomfort that the word toothache implies doesn’t capture the incredible misery that a toothache can produce; sometimes, the pain was so bad that I found it difficult to use my laptop.After a week’s worth of inconclusive X-rays, a futi","2021-11-01 16:30:38","Culture","https://www.theatlantic.com/health/archive/2021/11/root-canals-tooth-pain-pandemic/620574/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TheAtlantic+%28The+Atlantic+-+Master+Feed%29","45adc6688f871a7cadf23f6928e10ac6fa93ff0480e70023b9e443889bdbc5f7","907e3eb0702de05a3d1841ce741c937e"
"Josh Mandel Might Be Craven Enough to Win","The Atlantic","Back when the Ohio Senate candidate Josh Mandel was a young man in politics, he had a spiel in his stump speech about bristling when people told him to wait his turn. Now, as Mandel approaches middle age, it seems that those people were onto something: Mandel just had to wait for the right moment, when his brand of cynicism would be the mainstream of Republican politics.Much national attention has focused on Mandel’s primary opponent J. D. Vance, who is (in)famous for his memoir, Hillbilly Elegy","2021-11-01 16:24:39","Culture","https://www.theatlantic.com/ideas/archive/2021/11/josh-mandel-ohio/620550/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TheAtlantic+%28The+Atlantic+-+Master+Feed%29","45adc6688f871a7cadf23f6928e10ac6fa93ff0480e70023b9e443889bdbc5f7","02d60e56d374589689f8885c0d6aaacd"
"How Succession Is Remaking Kendall Roy","The Atlantic","This story contains spoilers for the third episode of Succession Season 3.There’s something haunting about the way Jeremy Strong has carried himself when playing Kendall Roy, the apparent protagonist of HBO’s Succession. For the first two seasons, the character didn’t really walk; he trudged, as if the weight of being part of the Roy empire had altered his personal gravitational field. Those physics extended all the way up to his permanent hangdog expression—a resting burdened face, if you will—","2021-11-01 15:19:18","Culture","https://www.theatlantic.com/culture/archive/2021/10/succession-season-3-episode-3/620559/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TheAtlantic+%28The+Atlantic+-+Master+Feed%29","45adc6688f871a7cadf23f6928e10ac6fa93ff0480e70023b9e443889bdbc5f7","e97a1b092aaf382e5311b7143a00a2c9"
"Hot Streaks in Your Career Don’t Happen by Accident","The Atlantic","Getty; Paul Spella / The AtlanticAlbert Einstein in the early 1900s. Aretha Franklin in the 1960s. Steve Jobs in the 2000s. There are certain spans of time when scientists, artists, and inventors have phenomenal periods of productivity.This is also true of most people—at least on a smaller scale. Aren’t there periods when you feel like you’re effortlessly flourishing at work, while other times you feel incompetent and uninspired? You might recognize these periods of concentrated success among ","2021-11-01 14:15:48","Culture","https://www.theatlantic.com/ideas/archive/2021/11/hot-streaks-in-your-career-dont-happen-by-accident/620514/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TheAtlantic+%28The+Atlantic+-+Master+Feed%29","45adc6688f871a7cadf23f6928e10ac6fa93ff0480e70023b9e443889bdbc5f7","b256a8be86e756b1006846b1a541ac03"
"Democracy Dies in Silence","The Atlantic","The state of Florida is silencing those opposing its efforts to disenfranchise its own citizens.A lawsuit filed by a coalition of civil-rights groups contends that Florida’s Republican-controlled government has repeatedly attempted to restrict the franchise, including curtailing third-party registration campaigns, cutting early voting, and imposing an onerous poll tax on formerly incarcerated Floridians after the state voted overwhelmingly to restore their rights. The more recent restrictions in","2021-10-31 23:54:47","Culture","https://www.theatlantic.com/ideas/archive/2021/10/florida-votings-rights-lawsuit/620567/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TheAtlantic+%28The+Atlantic+-+Master+Feed%29","45adc6688f871a7cadf23f6928e10ac6fa93ff0480e70023b9e443889bdbc5f7","84ae7fd40c948f8bdd7e1eeafbb63691"
