"How small countries can make a big impact on climate change | Nicola Sturgeon","TED Talks","When it comes to tackling climate change, the size of a country doesn't matter -- it's their ambition that counts, says First Minister of Scotland Nicola Sturgeon. In a rousing talk, she shares examples of small nations -- from Bhutan and Fiji to her own Scotland -- whose leadership and climate action are galvanizing change on the international stage. (Followed by a brief Q&A with TED's global curator Bruno Giussani about the Cambo oil field project)","2021-11-09 15:46:05","Culture","https://www.ted.com/talks/nicola_sturgeon_how_small_countries_can_make_a_big_impact_on_climate_change?rss=172BB350-0205&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TEDTalks_video+%28TEDTalks+Main+%28SD%29+-+Site%29","ac800b9081b9bf1a188cd0de633201ed6c3f24db07be609e425eeb3ede7782d5","cc8d1ebb81e7ca3254f233a80f470173"
"How did we get fertility so wrong? | Mona Chalabi","TED Talks","When it comes to making a baby, we know it takes two to tango. So why do the pressures of fertility often fall on only one half of the equation? In this video, data journalist Mona Chalabi examines some of the big misconceptions around fertility, shares significant blind spots in the data, and reveals why we need more research on sperm. Want to hear more from Mona? Check out her podcast Am I Normal? with Mona Chalabi, from the TED Audio Collective.","2021-11-09 15:14:15","Culture","https://www.ted.com/talks/mona_chalabi_how_did_we_get_fertility_so_wrong?rss=172BB350-0205&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TEDTalks_video+%28TEDTalks+Main+%28SD%29+-+Site%29","ac800b9081b9bf1a188cd0de633201ed6c3f24db07be609e425eeb3ede7782d5","b14439c1b0ff81e22b41a9cb82bd4f97"
"Why better sleep means a better sex life | Matt Walker","TED Talks","Want a healthier love life? Get better sleep, says sleep scientist Matt Walker. In this episode, he explains how getting more quality shut-eye can boost fertility and vitality -- plus how sex can even improve your sleep.","2021-11-10 15:41:32","Culture","https://www.ted.com/talks/matt_walker_why_better_sleep_means_a_better_sex_life?rss=172BB350-0205&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TEDTalks_video+%28TEDTalks+Main+%28SD%29+-+Site%29","ac800b9081b9bf1a188cd0de633201ed6c3f24db07be609e425eeb3ede7782d5","3c5daf4623e378c699510f45aec82acf"
"How your brain invents your self | Anil Seth","TED Talks","Who are you, really? Neuroscientist Anil Seth lays out his fascinating new theory of consciousness and self, centered on the notion that we predict the world into existence. From sleep to memory and everything in between, Seth explores the reality we experience in our brains -- versus the world as it objectively might be. (This talk and conversation, hosted by TED science curator David Biello, was part of a TED Membership event. Visit ted.com/membership to become a TED Member.)","2021-11-10 15:41:14","Culture","https://www.ted.com/talks/anil_seth_how_your_brain_invents_your_self?rss=172BB350-0205&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TEDTalks_video+%28TEDTalks+Main+%28SD%29+-+Site%29","ac800b9081b9bf1a188cd0de633201ed6c3f24db07be609e425eeb3ede7782d5","b8d7e2f04b1f4c98875f29e95c64fc52"
"Being Human  | Naima Penniman","TED Talks","In this stunning spoken-word performance, poet and freedom-forging futurist Naima Penniman celebrates the wonders of the natural world and humanity's connection to it. I wonder if the sun debates dawn some mornings, she says.","2021-11-10 21:44:20","Culture","https://www.ted.com/talks/naima_penniman_being_human?rss=172BB350-0205","ac800b9081b9bf1a188cd0de633201ed6c3f24db07be609e425eeb3ede7782d5","cb03fb55402373ff008a495540e3196f"
"Leave only footprints that will wash away | Children of Palau","TED Talks","The people of Palau -- a pristine ocean state made up of more than 300 islands in the western Pacific -- warmly welcome travelers to their home every year. But the guests don't always know how to protect the country's beautiful beaches and coral atolls. Enter the Palau Pledge: an environmental pledge that's now part of visitors' visas, where they promise to tread lightly, act kindly and explore mindfully -- while respecting the country's culture and heritage. (Thanks to Jennifer Koskelin-Gibbo","2021-11-10 21:00:00","Culture","https://www.ted.com/talks/children_of_palau_leave_only_footprints_that_will_wash_away?rss=172BB350-0205","ac800b9081b9bf1a188cd0de633201ed6c3f24db07be609e425eeb3ede7782d5","2fa98b6f62ef292f0ab19cc0962d7ac3"
"The mighty power and flavor of plants | Derek Sarno","TED Talks","Vegan chef (and head chef of TED Countdown Summit) Derek Sarno is on a mission to unleash the mighty power of plants, creating nutritious food from mushrooms and vegetables that's full of texture and flavor -- and good for the planet. He dishes out some creative cooking inspiration and shares how his personal journey led him to create amazing food that avoids animal suffering.","2021-11-10 20:58:56","Culture","https://www.ted.com/talks/derek_sarno_the_mighty_power_and_flavor_of_plants?rss=172BB350-0205","ac800b9081b9bf1a188cd0de633201ed6c3f24db07be609e425eeb3ede7782d5","255eacf0cb998bf2cf7c597ff8459185"
"The powerful women on the front lines of climate action | Farwiza Farhan","TED Talks","When it comes to big problems like climate change, we tend to focus on big solutions -- but many of the best ideas come from people on the ground, facing day-to-day conservation battles. Sharing her effort to protect the Leseur ecosystem in Indonesia (the last place on Earth where the Sumatran rhino, tiger, elephant and orangutan still roam together in the wild), TED Fellow and conservationist Farwiza Farhan explains the challenges women face on the front lines of forest preservation within patr","2021-11-10 20:58:01","Culture","https://www.ted.com/talks/farwiza_farhan_the_powerful_women_on_the_front_lines_of_climate_action?rss=172BB350-0205","ac800b9081b9bf1a188cd0de633201ed6c3f24db07be609e425eeb3ede7782d5","c8e6a53a3a1260085054d3bf15cf20e9"
"A bold plan to protect 30 percent of the Earth's surface and ocean floor | Enric Sala","TED Talks","As a diver in the 1970s, marine ecologist Enric Sala saw once-lush oceanscapes reduced to underwater deserts -- but later, in marine preserves across the globe, he also witnessed the ocean's power to rejuvenate itself when left to its own natural devices. Could rewilding the planet help us restore biodiversity and reduce the impacts of climate change? Sala presents the 30x30 initiative: a global plan to protect 30 percent of the Earth's surface and the ocean floor by 2030.","2021-11-10 20:54:22","Culture","https://www.ted.com/talks/enric_sala_a_bold_plan_to_protect_30_percent_of_the_earth_s_surface_and_ocean_floor?rss=172BB350-0205","ac800b9081b9bf1a188cd0de633201ed6c3f24db07be609e425eeb3ede7782d5","e8db297ea1ca8dccfb60ef344005cead"
"A vision for sustainable energy in Africa | Chibeze Ezekiel","TED Talks","Africa needs new energy sources to fuel its development, but the continent should invest in renewable energy instead of cheap, polluting alternatives like coal, says climate inclusion activist Chibeze Ezekiel. He tells the story of how he worked with local communities in Ghana to halt the construction of the country's first coal power plant -- and encouraged the government to prioritize investments in renewable energy instead. Development and clean, breathable air should not be mutually exclusi","2021-11-10 20:52:36","Culture","https://www.ted.com/talks/chibeze_ezekiel_a_vision_for_sustainable_energy_in_africa?rss=172BB350-0205","ac800b9081b9bf1a188cd0de633201ed6c3f24db07be609e425eeb3ede7782d5","1e4c34c8dde64dd579de814e61925d16"
"The rise of predatory scams -- and how to prevent them | Jane Walsh","TED Talks","Questionable phone calls, concerning emails, heart-rending stories from a sudden new friend in need of endless financial support: elder abuse can take many forms, says lawyer Jane Walsh. And as technology becomes more sophisticated, susceptibility to tricks and scams will increase -- no matter a person's age or intellect. Walsh spotlights the rise of this predatory crime, why it goes undetected and how you can protect your loved ones' kindness, dignity and self-respect from being manipulated.","2021-11-11 16:09:56","Culture","https://www.ted.com/talks/jane_walsh_the_rise_of_predatory_scams_and_how_to_prevent_them?rss=172BB350-0205","ac800b9081b9bf1a188cd0de633201ed6c3f24db07be609e425eeb3ede7782d5","4bb29ba28ce3873388a534c00292cb4e"
"Tracking the whole world's carbon emissions -- with satellites and AI | Gavin McCormick","TED Talks","What we know today about global greenhouse gas emissions is mostly self-reported by countries, and those numbers (sometimes tallied manually on paper!) are often inaccurate and prone to manipulation. If we really want to get serious about fighting climate change, we need a way to track carbon pollution in real-time and identify the worst emissions culprits, says high-tech environmental activist Gavin McCormick. Enter Climate TRACE: a coalition of scientists, activists and tech companies using sa","2021-11-12 15:57:29","Culture","https://www.ted.com/talks/gavin_mccormick_tracking_the_whole_world_s_carbon_emissions_with_satellites_and_ai?rss=172BB350-0205","ac800b9081b9bf1a188cd0de633201ed6c3f24db07be609e425eeb3ede7782d5","2a038a618b302bf587fd387f2e451b32"
"3 steps to getting what you want in a negotiation | Ruchi Sinha","TED Talks","We negotiate all the time at work -- for raises, promotions, time off -- and we usually go into it like it's a battle. But it's not about dominating, says organizational psychologist Ruchi Sinha. It's about crafting a relationship, understanding your needs and the other person's. Her three key steps will help you master this essential skill.","2021-11-15 15:27:33","Culture","https://www.ted.com/talks/ruchi_sinha_3_steps_to_getting_what_you_want_in_a_negotiation?rss=172BB350-0205","ac800b9081b9bf1a188cd0de633201ed6c3f24db07be609e425eeb3ede7782d5","8385e9fb2906b4aa0afb81ff64679312"
"Which box do I check? | Mona Chalabi","TED Talks","How we identify makes a difference in our lived experiences, but it's not always reflected in the checkboxes we see on forms. In this episode, Mona Chalabi explores why language matters in data collection, and why the categories we use should reflect who we really are. Want to hear more from Mona? Check out her podcast Am I Normal? with Mona Chalabi, from the TED Audio Collective.","2021-11-16 15:35:22","Culture","https://www.ted.com/talks/mona_chalabi_which_box_do_i_check?rss=172BB350-0205","ac800b9081b9bf1a188cd0de633201ed6c3f24db07be609e425eeb3ede7782d5","bf83246c606c25816e7b9ca398678c55"
"The crucial intersection of climate and capital | Nili Gilbert","TED Talks","The financial sector often talks of decarbonizing investment portfolios as a way to fight climate change. But portfolios can be cleaned without having any real impact on the problem, says investment expert Nili Gilbert. Bringing science to finance, she unpacks how investors can actually help decarbonize the world -- a costly endeavor, estimated at three to five trillion dollars per year between now and 2050 -- and ensure the climate transition is just, global and interconnected. Changing the ","2021-11-16 16:01:11","Culture","https://www.ted.com/talks/nili_gilbert_the_crucial_intersection_of_climate_and_capital?rss=172BB350-0205","ac800b9081b9bf1a188cd0de633201ed6c3f24db07be609e425eeb3ede7782d5","67b878fc3b6fb989db236d595a34e9cb"
"An ever-evolving map of everything on Earth | Jack Dangermond","TED Talks","What if we had a map of ... everything? Jack Dangermond, a visionary behind the geographic information system (GIS) technology used to map and analyze all kinds of complex data, walks us through the interconnected technologies gathering information about every crack and corner of the Earth. Learn how this living atlas and geospatial nervous system can help us better understand our changing planet -- and let nature guide our actions towards a more sustainable future.","2021-11-17 15:43:08","Culture","https://www.ted.com/talks/jack_dangermond_an_ever_evolving_map_of_everything_on_earth?rss=172BB350-0205","ac800b9081b9bf1a188cd0de633201ed6c3f24db07be609e425eeb3ede7782d5","fa72e1ce0621827424686efeceff2390"
"Are naps actually good for us? | Matt Walker","TED Talks","Afternoon naps are refreshing -- but could they be messing up our sleep cycles? Sleep scientist Matt Walker reveals the pros and cons of napping, plus tips on how to get the most out of your next short snooze.","2021-11-17 15:42:43","Culture","https://www.ted.com/talks/matt_walker_are_naps_actually_good_for_us?rss=172BB350-0205","ac800b9081b9bf1a188cd0de633201ed6c3f24db07be609e425eeb3ede7782d5","53fca4fa4584935a955a861c77778e31"
"A program to empower Black teachers in the US | Larry Irvin","TED Talks","TED Fellow and education innovator Larry Irvin envisions a world where every child can see themselves reflected in their teachers. With his team at Brothers Empowered to Teach, Irvin is providing pathways to careers in education for Black men, who currently make up less than three percent of all teachers in the US -- offering training, personal and professional development and job placement. He shares how their holistic, people-centered approach is changing education.","2021-11-18 15:56:56","Culture","https://www.ted.com/talks/larry_irvin_a_program_to_empower_black_teachers_in_the_us?rss=172BB350-0205","ac800b9081b9bf1a188cd0de633201ed6c3f24db07be609e425eeb3ede7782d5","f01d9790fba5f6a850ab59e6b736e16e"
